date,player,team,lineup_spot,hr,hr_score
2026-06-12,Iván Herrera,STL,2,0.0,45.8
2026-06-12,Alec Burleson,STL,3,1.0,61.9
2026-06-12,Jordan Walker,STL,4,0.0,67.1
2026-06-12,Lars Nootbaar,STL,5,0.0,56.7
2026-06-12,Masyn Winn,STL,6,0.0,41.7
2026-06-12,Pedro Pagés,STL,7,0.0,41.2
2026-06-12,Blaze Jordan,STL,8,0.0,44.4
2026-06-12,José Fermín,STL,9,0.0,44.3
2026-06-12,Austin Martin,MIN,1,0.0,43.3
2026-06-12,Byron Buxton,MIN,2,1.0,84.8
2026-06-12,Kody Clemens,MIN,3,1.0,61.3
2026-06-12,Josh Bell,MIN,4,0.0,54.3
2026-06-12,Royce Lewis,MIN,5,1.0,67.2
2026-06-12,Victor Caratini,MIN,6,0.0,43.9
2026-06-12,Brooks Lee,MIN,7,1.0,57.2
2026-06-12,Tristan Gray,MIN,8,0.0,42.5
2026-06-12,Orlando Arcia,MIN,9,0.0,44.8
2026-06-12,Victor Mesa Jr.,TB,1,0.0,46.6
2026-06-12,Jonathan Aranda,TB,2,0.0,49.5
2026-06-12,Junior Caminero,TB,3,0.0,50.6
2026-06-12,Cedric Mullins,TB,4,0.0,58.4
2026-06-12,Austin Slater,TB,5,0.0,45.5
2026-06-12,Ben Williamson,TB,6,0.0,47.8
2026-06-12,Chandler Simpson,TB,7,0.0,46.7
2026-06-12,Nick Fortes,TB,8,0.0,35.6
2026-06-12,Taylor Walls,TB,9,0.0,46.9
2026-06-12,Zach Neto,LAA,1,0.0,63.8
2026-06-12,Mike Trout,LAA,2,0.0,74.7
2026-06-12,Jo Adell,LAA,3,0.0,64.9
2026-06-12,Oswald Peraza,LAA,4,0.0,49.1
2026-06-12,Nolan Schanuel,LAA,5,0.0,37.8
2026-06-12,Denzer Guzman,LAA,6,0.0,48.8
2026-06-12,Nick Madrigal,LAA,7,0.0,51.3
2026-06-12,Logan O'Hoppe,LAA,8,0.0,58.6
2026-06-12,Jose Siri,LAA,9,0.0,52.4
2026-06-12,Willi Castro,COL,1,0.0,47.1
2026-06-12,Kyle Karros,COL,2,0.0,56.4
2026-06-12,TJ Rumfield,COL,3,0.0,61.5
2026-06-12,Hunter Goodman,COL,4,0.0,72.6
2026-06-12,Troy Johnston,COL,5,0.0,55.3
2026-06-12,Cole Carrigg,COL,6,1.0,72.7
2026-06-12,Sterlin Thompson,COL,7,0.0,55.8
2026-06-12,Brett Sullivan,COL,8,0.0,71.2
2026-06-12,Edouard Julien,COL,9,0.0,52.0
2026-06-12,Shea Langeliers,ATH,1,1.0,70.0
2026-06-12,Nick Kurtz,ATH,2,1.0,72.2
2026-06-12,Lawrence Butler,ATH,3,0.0,68.7
2026-06-12,Tyler Soderstrom,ATH,4,0.0,70.5
2026-06-12,Jacob Wilson,ATH,5,0.0,46.4
2026-06-12,Carlos Cortes,ATH,6,0.0,64.3
2026-06-12,Zack Gelof,ATH,7,0.0,67.7
2026-06-12,Alika Williams,ATH,8,0.0,58.7
2026-06-12,Henry Bolte,ATH,9,0.0,62.6
2026-06-12,Pete Crow-Armstrong,CHC,1,0.0,62.6
2026-06-12,Alex Bregman,CHC,2,0.0,62.4
2026-06-12,Michael Busch,CHC,3,1.0,57.6
2026-06-12,Ian Happ,CHC,4,0.0,52.5
2026-06-12,Seiya Suzuki,CHC,5,0.0,62.4
2026-06-12,Nico Hoerner,CHC,6,0.0,33.4
2026-06-12,Moisés Ballesteros,CHC,7,0.0,43.5
2026-06-12,Carson Kelly,CHC,8,0.0,51.1
2026-06-12,Dansby Swanson,CHC,9,0.0,46.1
2026-06-12,Luis Arraez,SF,1,0.0,34.4
2026-06-12,Bryce Eldridge,SF,2,1.0,65.2
2026-06-12,Casey Schmitt,SF,3,0.0,56.5
2026-06-12,Rafael Devers,SF,4,0.0,81.9
2026-06-12,Jung Hoo Lee,SF,5,0.0,41.1
2026-06-12,Willy Adames,SF,6,0.0,69.4
2026-06-12,Matt Chapman,SF,7,0.0,76.5
2026-06-12,Drew Gilbert,SF,8,0.0,48.3
2026-06-12,Daniel Susac,SF,9,0.0,49.4
2026-06-13,Masyn Winn,STL,1,0.0,47.0
2026-06-13,Iván Herrera,STL,2,1.0,61.1
2026-06-13,Jordan Walker,STL,3,1.0,72.2
2026-06-13,Lars Nootbaar,STL,4,0.0,59.2
2026-06-13,Alec Burleson,STL,5,0.0,64.3
2026-06-13,Blaze Jordan,STL,6,1.0,67.5
2026-06-13,JJ Wetherholt,STL,7,0.0,49.0
2026-06-13,Pedro Pagés,STL,8,0.0,45.6
2026-06-13,Nathan Church,STL,9,0.0,44.3
2026-06-13,Victor Caratini,MIN,1,0.0,47.4
2026-06-13,Byron Buxton,MIN,2,1.0,89.1
2026-06-13,Kody Clemens,MIN,3,0.0,61.6
2026-06-13,Royce Lewis,MIN,4,1.0,71.5
2026-06-13,Brooks Lee,MIN,5,0.0,62.1
2026-06-13,Trevor Larnach,MIN,6,0.0,45.1
2026-06-13,Tristan Gray,MIN,7,0.0,48.5
2026-06-13,Luke Keaschall,MIN,8,1.0,51.0
2026-06-13,Josh Bell,MIN,9,0.0,59.3
2026-06-13,Ben Rice,NYY,1,0.0,48.8
2026-06-13,Ali Sánchez,NYY,2,0.0,47.4
2026-06-13,Cody Bellinger,NYY,3,0.0,70.8
2026-06-13,Paul Goldschmidt,NYY,4,1.0,72.1
2026-06-13,Jazz Chisholm Jr.,NYY,5,0.0,72.0
2026-06-13,Spencer Jones,NYY,6,0.0,54.4
2026-06-13,José Caballero,NYY,7,0.0,46.6
2026-06-13,Ryan McMahon,NYY,8,0.0,56.6
2026-06-13,Anthony Volpe,NYY,9,0.0,47.9
2026-06-13,George Springer,TOR,1,0.0,53.1
2026-06-13,Nathan Lukes,TOR,2,0.0,50.5
2026-06-13,Kazuma Okamoto,TOR,3,1.0,63.9
2026-06-13,Myles Straw,TOR,4,0.0,49.8
2026-06-13,Ernie Clement,TOR,5,0.0,49.2
2026-06-13,Brandon Valenzuela,TOR,6,0.0,59.0
2026-06-13,Yohendrick Piñango,TOR,7,0.0,58.6
2026-06-13,Charles McAdoo,TOR,8,0.0,47.0
2026-06-13,Andrés Giménez,TOR,9,0.0,47.9
2026-06-13,Fernando Tatis Jr.,SD,1,0.0,75.4
2026-06-13,Jackson Merrill,SD,2,1.0,60.6
2026-06-13,Manny Machado,SD,3,1.0,63.4
2026-06-13,Sung-Mun Song,SD,4,0.0,46.0
2026-06-13,Gavin Sheets,SD,5,1.0,55.3
2026-06-13,Samad Taylor,SD,6,1.0,54.9
2026-06-13,Nick Solak,SD,7,0.0,43.3
2026-06-13,Jase Bowen,SD,8,0.0,44.7
2026-06-13,Rodolfo Durán,SD,9,1.0,62.8
2026-06-13,Taylor Ward,BAL,1,0.0,54.8
2026-06-13,Gunnar Henderson,BAL,2,0.0,65.8
2026-06-13,Pete Alonso,BAL,3,1.0,80.1
2026-06-13,Samuel Basallo,BAL,4,0.0,49.5
2026-06-13,Leody Taveras,BAL,5,0.0,31.3
2026-06-13,Coby Mayo,BAL,6,0.0,51.5
2026-06-13,Tyler O'Neill,BAL,7,0.0,48.3
2026-06-13,Jackson Holliday,BAL,8,0.0,42.4
2026-06-13,Blaze Alexander,BAL,9,0.0,44.2
2026-06-13,Cole Young,SEA,1,0.0,37.4
2026-06-13,Julio Rodríguez,SEA,2,0.0,39.6
2026-06-13,Josh Naylor,SEA,3,0.0,56.0
2026-06-13,Rob Refsnyder,SEA,4,0.0,35.4
2026-06-13,Dominic Canzone,SEA,5,0.0,47.6
2026-06-13,Victor Robles,SEA,6,0.0,24.6
2026-06-13,Miles Mastrobuoni,SEA,7,0.0,36.3
2026-06-13,Mitch Garver,SEA,8,0.0,51.0
2026-06-13,Colt Emerson,SEA,9,1.0,53.0
2026-06-13,Jacob Young,WSH,1,0.0,31.5
2026-06-13,Andrés Chaparro,WSH,2,0.0,46.1
2026-06-13,Curtis Mead,WSH,3,0.0,47.7
2026-06-13,CJ Abrams,WSH,4,0.0,57.1
2026-06-13,Daylen Lile,WSH,5,0.0,45.1
2026-06-13,Dylan Crews,WSH,6,0.0,53.9
2026-06-13,José Tena,WSH,7,0.0,49.2
2026-06-13,Drew Millas,WSH,8,0.0,50.3
2026-06-13,Nasim Nuñez,WSH,9,0.0,45.3
2026-06-13,Liam Hicks,MIA,1,0.0,50.0
2026-06-13,Otto Lopez,MIA,2,0.0,36.4
2026-06-13,Xavier Edwards,MIA,3,0.0,28.2
2026-06-13,Kyle Stowers,MIA,4,0.0,50.9
2026-06-13,Heriberto Hernández,MIA,5,0.0,52.6
2026-06-13,Leo Jiménez,MIA,6,0.0,42.9
2026-06-13,Esteury Ruiz,MIA,7,0.0,45.2
2026-06-13,Javier Sanoja,MIA,8,0.0,44.5
2026-06-13,Connor Norby,MIA,9,0.0,41.0
2026-06-13,Spencer Horwitz,PIT,1,0.0,37.0
2026-06-13,Brandon Lowe,PIT,2,0.0,56.9
2026-06-13,Bryan Reynolds,PIT,3,0.0,49.8
2026-06-13,Ryan O'Hearn,PIT,4,0.0,39.0
2026-06-13,Nick Gonzales,PIT,5,0.0,19.7
2026-06-13,Endy Rodríguez,PIT,6,0.0,44.3
2026-06-13,Billy Cook,PIT,7,0.0,44.9
2026-06-13,Jake Mangum,PIT,8,0.0,33.8
2026-06-13,Jared Triolo,PIT,9,0.0,31.0
2026-06-13,Ketel Marte,ARI,1,0.0,55.3
2026-06-13,Corbin Carroll,ARI,2,1.0,71.1
2026-06-13,Gabriel Moreno,ARI,3,0.0,47.2
2026-06-13,Nolan Arenado,ARI,4,0.0,55.1
2026-06-13,Pavin Smith,ARI,5,0.0,31.9
2026-06-13,Geraldo Perdomo,ARI,6,0.0,35.6
2026-06-13,Tommy Troy,ARI,7,0.0,41.6
2026-06-13,Adrian Del Castillo,ARI,8,0.0,41.5
2026-06-13,Ryan Waldschmidt,ARI,9,0.0,44.3
2026-06-13,Edwin Arroyo,CIN,1,0.0,47.0
2026-06-13,JJ Bleday,CIN,2,0.0,58.5
2026-06-13,Sal Stewart,CIN,3,0.0,51.0
2026-06-13,Dane Myers,CIN,4,0.0,38.5
2026-06-13,Spencer Steer,CIN,5,0.0,65.3
2026-06-13,Eugenio Suárez,CIN,6,0.0,51.9
2026-06-13,Noelvi Marte,CIN,7,1.0,66.3
2026-06-13,Tyler Stephenson,CIN,8,0.0,56.7
2026-06-13,Matt McLain,CIN,9,0.0,60.9
2026-06-13,Gleyber Torres,DET,1,0.0,61.8
2026-06-13,Kevin McGonigle,DET,2,0.0,56.2
2026-06-13,Matt Vierling,DET,3,0.0,54.7
2026-06-13,Dillon Dingler,DET,4,0.0,73.4
2026-06-13,Riley Greene,DET,5,0.0,79.5
2026-06-13,Kerry Carpenter,DET,6,0.0,79.9
2026-06-13,Spencer Torkelson,DET,7,0.0,79.5
2026-06-13,James Outman,DET,8,0.0,68.9
2026-06-13,Zach McKinstry,DET,9,0.0,51.1
2026-06-13,Steven Kwan,CLE,1,0.0,41.1
2026-06-13,Kyle Manzardo,CLE,2,0.0,52.4
2026-06-13,Daniel Schneemann,CLE,3,1.0,58.7
2026-06-13,Cade Smith,CLE,4,0.0,67.6
2026-06-13,David Fry,CLE,5,0.0,49.4
2026-06-13,Travis Bazzana,CLE,6,0.0,48.7
2026-06-13,Stuart Fairchild,CLE,7,0.0,44.5
2026-06-13,Austin Hedges,CLE,8,0.0,51.9
2026-06-13,Brayan Rocchio,CLE,9,0.0,43.0
2026-06-13,Wyatt Langford,TEX,1,0.0,66.1
2026-06-13,Joc Pederson,TEX,2,0.0,63.8
2026-06-13,Josh Jung,TEX,3,0.0,56.1
2026-06-13,Ezequiel Duran,TEX,4,0.0,39.8
2026-06-13,Jake Burger,TEX,5,1.0,72.6
2026-06-13,Cody Freeman,TEX,6,0.0,48.5
2026-06-13,Kyle Higashioka,TEX,7,0.0,50.6
2026-06-13,Brandon Nimmo,TEX,8,0.0,44.7
2026-06-13,Nicky Lopez,TEX,9,0.0,28.3
2026-06-13,Andruw Monasterio,BOS,1,0.0,54.9
2026-06-13,Ceddanne Rafaela,BOS,2,0.0,64.8
2026-06-13,Wilyer Abreu,BOS,3,0.0,57.2
2026-06-13,Willson Contreras,BOS,4,0.0,76.8
2026-06-13,Jarren Duran,BOS,5,1.0,63.9
2026-06-13,Caleb Durbin,BOS,6,0.0,65.4
2026-06-13,Isiah Kiner-Falefa,BOS,7,0.0,48.8
2026-06-13,Marcelo Mayer,BOS,8,0.0,61.6
2026-06-13,Carlos Narváez,BOS,9,0.0,53.2
2026-06-13,Mauricio Dubón,ATL,1,0.0,56.7
2026-06-13,Michael Harris II,ATL,2,1.0,61.9
2026-06-13,Ozzie Albies,ATL,3,0.0,52.1
2026-06-13,Matt Olson,ATL,4,0.0,91.7
2026-06-13,Austin Riley,ATL,5,0.0,62.6
2026-06-13,Eli White,ATL,6,1.0,68.8
2026-06-13,Dominic Smith,ATL,7,0.0,53.5
2026-06-13,Mike Yastrzemski,ATL,8,0.0,56.1
2026-06-13,Sandy León,ATL,9,0.0,51.7
2026-06-13,Brett Baty,NYM,1,0.0,47.3
2026-06-13,Bo Bichette,NYM,2,0.0,60.0
2026-06-13,Juan Soto,NYM,3,0.0,84.8
2026-06-13,Mark Vientos,NYM,4,0.0,54.0
2026-06-13,Marcus Semien,NYM,5,0.0,67.9
2026-06-13,Francisco Alvarez,NYM,6,0.0,69.6
2026-06-13,Jared Young,NYM,7,0.0,57.0
2026-06-13,MJ Melendez,NYM,8,0.0,50.5
2026-06-13,A.J. Ewing,NYM,9,0.0,42.9
2026-06-13,Shohei Ohtani,LAD,1,1.0,80.0
2026-06-13,Andy Pages,LAD,2,0.0,45.0
2026-06-13,Freddie Freeman,LAD,3,0.0,62.6
2026-06-13,Mookie Betts,LAD,4,0.0,58.4
2026-06-13,Max Muncy,LAD,5,1.0,60.9
2026-06-13,Kyle Tucker,LAD,6,0.0,59.0
2026-06-13,Alex Call,LAD,7,0.0,36.1
2026-06-13,Dalton Rushing,LAD,8,0.0,42.1
2026-06-13,Santiago Espinal,LAD,9,0.0,22.4
2026-06-13,Everson Pereira,CWS,1,0.0,39.0
2026-06-13,Miguel Vargas,CWS,2,0.0,51.4
2026-06-13,Andrew Benintendi,CWS,3,0.0,41.3
2026-06-13,Colson Montgomery,CWS,4,0.0,43.4
2026-06-13,Braden Montgomery,CWS,5,0.0,54.2
2026-06-13,Chase Meidroth,CWS,6,0.0,41.4
2026-06-13,Jacob Gonzalez,CWS,7,0.0,39.0
2026-06-13,Tristan Peters,CWS,8,1.0,49.0
2026-06-13,Edgar Quero,CWS,9,0.0,38.5
2026-06-13,Jeremy Peña,HOU,1,0.0,41.9
2026-06-13,Yordan Alvarez,HOU,2,0.0,77.4
2026-06-13,Christian Walker,HOU,3,1.0,61.6
2026-06-13,Isaac Paredes,HOU,4,0.0,50.1
2026-06-13,Jose Altuve,HOU,5,1.0,61.2
2026-06-13,Cam Smith,HOU,6,0.0,39.6
2026-06-13,Jake Meyers,HOU,7,1.0,31.9
2026-06-13,Brice Matthews,HOU,8,1.0,50.3
2026-06-13,Collin Price,HOU,9,0.0,36.0
2026-06-13,Carter Jensen,KC,1,0.0,37.6
2026-06-13,Bobby Witt Jr.,KC,2,0.0,66.1
2026-06-13,Isaac Collins,KC,3,0.0,38.4
2026-06-13,Maikel Garcia,KC,4,0.0,30.5
2026-06-13,Jac Caglianone,KC,5,0.0,56.2
2026-06-13,Salvador Perez,KC,6,0.0,52.8
2026-06-13,Nick Loftin,KC,7,0.0,40.8
2026-06-13,Lane Thomas,KC,8,1.0,48.5
2026-06-13,Kameron Misner,KC,9,0.0,42.9
2026-06-13,Kyle Schwarber,PHI,1,0.0,81.4
2026-06-13,Trea Turner,PHI,2,0.0,58.4
2026-06-13,Bryce Harper,PHI,3,0.0,80.9
2026-06-13,Alec Bohm,PHI,4,0.0,58.2
2026-06-13,Brandon Marsh,PHI,5,0.0,60.6
2026-06-13,Justin Crawford,PHI,6,0.0,48.7
2026-06-13,Bryson Stott,PHI,7,0.0,49.0
2026-06-13,J.T. Realmuto,PHI,8,1.0,57.4
2026-06-13,Derek Hill,PHI,9,0.0,50.9
2026-06-13,Christian Yelich,MIL,1,0.0,55.5
2026-06-13,Jackson Chourio,MIL,2,1.0,73.2
2026-06-13,Brice Turang,MIL,3,0.0,41.2
2026-06-13,William Contreras,MIL,4,0.0,60.4
2026-06-13,Jake Bauers,MIL,5,0.0,61.1
2026-06-13,Garrett Mitchell,MIL,6,1.0,49.7
2026-06-13,Sal Frelick,MIL,7,0.0,35.3
2026-06-13,Luis Rengifo,MIL,8,0.0,30.5
2026-06-13,Andrew Vaughn,MIL,9,0.0,50.0
2026-06-13,Edouard Julien,COL,1,0.0,41.1
2026-06-13,Willi Castro,COL,2,0.0,36.5
2026-06-13,TJ Rumfield,COL,3,0.0,50.6
2026-06-13,Hunter Goodman,COL,4,0.0,59.2
2026-06-13,Jake McCarthy,COL,5,0.0,36.3
2026-06-13,Cole Carrigg,COL,6,0.0,61.3
2026-06-13,Kyle Karros,COL,7,0.0,47.0
2026-06-13,Brett Sullivan,COL,8,1.0,61.2
2026-06-13,Sterlin Thompson,COL,9,0.0,42.5
2026-06-13,Tyler Soderstrom,ATH,1,0.0,69.8
2026-06-13,Nick Kurtz,ATH,2,0.0,72.5
2026-06-13,Shea Langeliers,ATH,3,0.0,65.9
2026-06-13,Carlos Cortes,ATH,4,0.0,63.6
2026-06-13,Jacob Wilson,ATH,5,0.0,44.9
2026-06-13,Henry Bolte,ATH,6,0.0,56.5
2026-06-13,Zack Gelof,ATH,7,1.0,68.3
2026-06-13,Lawrence Butler,ATH,8,0.0,71.8
2026-06-13,Alika Williams,ATH,9,0.0,56.6
2026-06-13,Pete Crow-Armstrong,CHC,1,1.0,57.0
2026-06-13,Alex Bregman,CHC,2,0.0,62.5
2026-06-13,Michael Busch,CHC,3,0.0,59.6
2026-06-13,Matt Shaw,CHC,4,0.0,45.7
2026-06-13,Ian Happ,CHC,5,1.0,58.8
2026-06-13,Nico Hoerner,CHC,6,0.0,36.4
2026-06-13,Pedro Ramírez,CHC,7,1.0,59.8
2026-06-13,Miguel Amaya,CHC,8,0.0,35.8
2026-06-13,Dansby Swanson,CHC,9,0.0,45.1
2026-06-13,Luis Arraez,SF,1,0.0,27.7
2026-06-13,Bryce Eldridge,SF,2,0.0,63.3
2026-06-13,Casey Schmitt,SF,3,0.0,47.1
2026-06-13,Rafael Devers,SF,4,0.0,72.1
2026-06-13,Jung Hoo Lee,SF,5,0.0,38.1
2026-06-13,Willy Adames,SF,6,0.0,62.6
2026-06-13,Matt Chapman,SF,7,0.0,71.3
2026-06-13,Drew Gilbert,SF,8,0.0,44.5
2026-06-13,Eric Haase,SF,9,0.0,49.0
2026-06-13,Yandy Díaz,TB,1,0.0,64.6
2026-06-13,Jonathan Aranda,TB,2,0.0,55.0
2026-06-13,Cedric Mullins,TB,3,0.0,63.9
2026-06-13,Junior Caminero,TB,4,0.0,54.4
2026-06-13,Chandler Simpson,TB,5,0.0,50.2
2026-06-13,Richie Palacios,TB,6,0.0,53.6
2026-06-13,Victor Mesa Jr.,TB,7,0.0,54.6
2026-06-13,Hunter Feduccia,TB,8,0.0,50.2
2026-06-13,Taylor Walls,TB,9,0.0,51.9
2026-06-13,Zach Neto,LAA,1,0.0,54.3
2026-06-13,Mike Trout,LAA,2,0.0,71.5
2026-06-13,Jose Siri,LAA,3,1.0,58.2
2026-06-13,Jo Adell,LAA,4,0.0,59.4
2026-06-13,Nolan Schanuel,LAA,5,0.0,34.7
2026-06-13,Oswald Peraza,LAA,6,0.0,45.6
2026-06-13,Denzer Guzman,LAA,7,0.0,42.0
2026-06-13,Donovan Walton,LAA,8,0.0,39.9
2026-06-13,Logan O'Hoppe,LAA,9,0.0,52.5
2026-06-14,Liam Hicks,MIA,1,0.0,43.0
2026-06-14,Otto Lopez,MIA,2,0.0,32.3
2026-06-14,Kyle Stowers,MIA,3,0.0,43.7
2026-06-14,Xavier Edwards,MIA,4,0.0,18.5
2026-06-14,Heriberto Hernández,MIA,5,1.0,57.8
2026-06-14,Esteury Ruiz,MIA,6,0.0,39.7
2026-06-14,Jakob Marsee,MIA,7,0.0,37.7
2026-06-14,Joe Mack,MIA,8,1.0,48.4
2026-06-14,Javier Sanoja,MIA,9,0.0,38.8
2026-06-14,Spencer Horwitz,PIT,1,0.0,38.4
2026-06-14,Brandon Lowe,PIT,2,0.0,61.7
2026-06-14,Bryan Reynolds,PIT,3,1.0,63.5
2026-06-14,Ryan O'Hearn,PIT,4,0.0,46.8
2026-06-14,Nick Gonzales,PIT,5,0.0,32.1
2026-06-14,Tyler Callihan,PIT,6,0.0,58.7
2026-06-14,Jake Mangum,PIT,7,0.0,43.2
2026-06-14,Jared Triolo,PIT,8,0.0,37.4
2026-06-14,Endy Rodríguez,PIT,9,0.0,53.6
2026-06-14,Fernando Tatis Jr.,SD,1,0.0,74.0
2026-06-14,Jackson Merrill,SD,2,0.0,61.2
2026-06-14,Manny Machado,SD,3,0.0,62.9
2026-06-14,Xander Bogaerts,SD,4,0.0,44.8
2026-06-14,Gavin Sheets,SD,5,0.0,55.6
2026-06-14,Samad Taylor,SD,6,0.0,53.7
2026-06-14,Will Wagner,SD,7,0.0,50.1
2026-06-14,Jase Bowen,SD,8,0.0,46.6
2026-06-14,Rodolfo Durán,SD,9,1.0,59.6
2026-06-14,Taylor Ward,BAL,1,0.0,51.1
2026-06-14,Gunnar Henderson,BAL,2,0.0,66.9
2026-06-14,Adley Rutschman,BAL,3,0.0,52.4
2026-06-14,Pete Alonso,BAL,4,0.0,81.3
2026-06-14,Samuel Basallo,BAL,5,0.0,50.1
2026-06-14,Leody Taveras,BAL,6,0.0,33.5
2026-06-14,Coby Mayo,BAL,7,0.0,51.9
2026-06-14,Jackson Holliday,BAL,8,0.0,46.0
2026-06-14,Blaze Alexander,BAL,9,0.0,43.7
2026-06-14,Cole Young,SEA,1,0.0,50.5
2026-06-14,Julio Rodríguez,SEA,2,0.0,49.3
2026-06-14,Patrick Wisdom,SEA,3,0.0,44.3
2026-06-14,Luke Raley,SEA,4,0.0,53.1
2026-06-14,Dominic Canzone,SEA,5,0.0,58.1
2026-06-14,Victor Robles,SEA,6,0.0,37.6
2026-06-14,Miles Mastrobuoni,SEA,7,0.0,44.1
2026-06-14,Jhonny Pereda,SEA,8,0.0,46.5
2026-06-14,Colt Emerson,SEA,9,0.0,64.5
2026-06-14,James Wood,WSH,1,1.0,73.2
2026-06-14,Luis García Jr.,WSH,2,0.0,58.8
2026-06-14,Dylan Crews,WSH,3,0.0,47.7
2026-06-14,CJ Abrams,WSH,4,0.0,46.7
2026-06-14,Keibert Ruiz,WSH,5,1.0,45.8
2026-06-14,Daylen Lile,WSH,6,0.0,42.2
2026-06-14,Nasim Nuñez,WSH,7,0.0,42.4
2026-06-14,Jorbit Vivas,WSH,8,0.0,43.2
2026-06-14,Jacob Young,WSH,9,0.0,30.8
2026-06-14,Ryan McMahon,NYY,1,0.0,43.9
2026-06-14,Ben Rice,NYY,2,1.0,40.0
2026-06-14,Jasson Domínguez,NYY,3,0.0,51.3
2026-06-14,Cody Bellinger,NYY,4,0.0,53.6
2026-06-14,Jazz Chisholm Jr.,NYY,5,0.0,53.1
2026-06-14,José Caballero,NYY,6,1.0,42.5
2026-06-14,J.C. Escarra,NYY,7,0.0,33.8
2026-06-14,Anthony Volpe,NYY,8,0.0,33.5
2026-06-14,Spencer Jones,NYY,9,0.0,39.3
2026-06-14,George Springer,TOR,1,0.0,34.3
2026-06-14,Nathan Lukes,TOR,2,0.0,31.7
2026-06-14,Alejandro Kirk,TOR,3,0.0,22.3
2026-06-14,Myles Straw,TOR,4,0.0,28.4
2026-06-14,Kazuma Okamoto,TOR,5,0.0,43.6
2026-06-14,Jesús Sánchez,TOR,6,0.0,39.9
2026-06-14,Ernie Clement,TOR,7,0.0,26.2
2026-06-14,Davis Schneider,TOR,8,1.0,45.7
2026-06-14,Charles McAdoo,TOR,9,0.0,26.6
2026-06-14,Ketel Marte,ARI,1,0.0,64.9
2026-06-14,Corbin Carroll,ARI,2,0.0,76.1
2026-06-14,Gabriel Moreno,ARI,3,1.0,55.0
2026-06-14,Nolan Arenado,ARI,4,0.0,58.9
2026-06-14,Ildemaro Vargas,ARI,5,0.0,48.4
2026-06-14,Geraldo Perdomo,ARI,6,1.0,48.2
2026-06-14,Jordan Lawlar,ARI,7,0.0,51.0
2026-06-14,LuJames Groover,ARI,8,0.0,47.1
2026-06-14,Jorge Barrosa,ARI,9,0.0,45.2
2026-06-14,Blake Dunn,CIN,1,0.0,51.9
2026-06-14,JJ Bleday,CIN,2,1.0,68.0
2026-06-14,Sal Stewart,CIN,3,0.0,54.9
2026-06-14,Spencer Steer,CIN,4,0.0,74.5
2026-06-14,Eugenio Suárez,CIN,5,0.0,53.9
2026-06-14,Noelvi Marte,CIN,6,1.0,70.7
2026-06-14,Matt McLain,CIN,7,0.0,57.8
2026-06-14,Will Benson,CIN,8,0.0,54.5
2026-06-14,Edwin Arroyo,CIN,9,0.0,48.7
2026-06-14,Michael Harris II,ATL,1,0.0,52.7
2026-06-14,Mauricio Dubón,ATL,2,0.0,47.3
2026-06-14,Matt Olson,ATL,3,0.0,86.3
2026-06-14,Ozzie Albies,ATL,4,0.0,45.5
2026-06-14,Dominic Smith,ATL,5,0.0,44.5
2026-06-14,Austin Riley,ATL,6,0.0,53.8
2026-06-14,Jorge Mateo,ATL,7,0.0,48.3
2026-06-14,Mike Yastrzemski,ATL,8,0.0,46.0
2026-06-14,Sandy León,ATL,9,0.0,46.9
2026-06-14,Carson Benge,NYM,1,0.0,54.3
2026-06-14,Bo Bichette,NYM,2,0.0,63.1
2026-06-14,Juan Soto,NYM,3,0.0,87.5
2026-06-14,Jared Young,NYM,4,0.0,58.7
2026-06-14,A.J. Ewing,NYM,5,1.0,53.2
2026-06-14,Marcus Semien,NYM,6,1.0,70.2
2026-06-14,Brett Baty,NYM,7,0.0,49.6
2026-06-14,MJ Melendez,NYM,8,0.0,47.9
2026-06-14,Luis Torrens,NYM,9,0.0,49.8
2026-06-14,Jeremy Peña,HOU,1,0.0,33.8
2026-06-14,Yordan Alvarez,HOU,2,0.0,68.9
2026-06-14,Christian Walker,HOU,3,0.0,54.5
2026-06-14,Joey Loperfido,HOU,4,0.0,27.2
2026-06-14,Cam Smith,HOU,5,0.0,34.8
2026-06-14,Jake Meyers,HOU,6,0.0,29.4
2026-06-14,Brice Matthews,HOU,7,0.0,42.8
2026-06-14,Raynel Delgado,HOU,8,0.0,28.9
2026-06-14,Christian Vázquez,HOU,9,0.0,30.2
2026-06-14,Carter Jensen,KC,1,0.0,35.5
2026-06-14,Bobby Witt Jr.,KC,2,0.0,59.2
2026-06-14,Jac Caglianone,KC,3,0.0,47.3
2026-06-14,Maikel Garcia,KC,4,0.0,23.3
2026-06-14,Michael Massey,KC,5,0.0,27.8
2026-06-14,Salvador Perez,KC,6,0.0,43.1
2026-06-14,Kameron Misner,KC,7,0.0,36.0
2026-06-14,Lane Thomas,KC,8,0.0,40.7
2026-06-14,Isaac Collins,KC,9,0.0,35.0
2026-06-14,JJ Wetherholt,STL,1,1.0,57.9
2026-06-14,Iván Herrera,STL,2,0.0,65.0
2026-06-14,Alec Burleson,STL,3,1.0,70.0
2026-06-14,Jordan Walker,STL,4,0.0,78.8
2026-06-14,Lars Nootbaar,STL,5,0.0,63.3
2026-06-14,Blaze Jordan,STL,6,0.0,75.9
2026-06-14,Masyn Winn,STL,7,0.0,52.0
2026-06-14,José Fermín,STL,8,0.0,55.6
2026-06-14,Nathan Church,STL,9,0.0,55.0
